Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,effort_0,effort_1,effort_2,effort_3,effort_4,effort_5,effort_6,effort_7,effort_8,effort_9,effort_10,effort_11
1646244538.5143876,5412,1646244538,514014996,,"['fx_FL, fy_FL, fz_FL, fx_FR, fy_FR, fz_FR, fx_RL, fy_RL, fz_RL, fx_RR, fy_RR, fz_RR']",4.144096657350784,-1.2274438752877521,18.523479620667608,4.011027504123743,-1.3382436067731696,11.969770078744258,-3.22646438412413,-0.05573898875762104,50.26272556369744,-3.1259392852112198,-0.2869868955154739,41.33208839284031
1646244538.5168288,5413,1646244538,516542657,,"['fx_FL, fy_FL, fz_FL, fx_FR, fy_FR, fz_FR, fx_RL, fy_RL, fz_RL, fx_RR, fy_RR, fz_RR']",1.196938440783268,-1.1034219145775277,18.634551636473503,0.42392782437291976,-1.2012419756320827,12.246328221851094,0.41296913551421877,-0.12664800569231147,50.19737319160029,-0.5339184854421043,-0.2766380342803953,41.314568843103835
1646244538.5192115,5414,1646244538,518940290,,"['fx_FL, fy_FL, fz_FL, fx_FR, fy_FR, fz_FR, fx_RL, fy_RL, fz_RL, fx_RR, fy_RR, fz_RR']",3.9959585500511823,-1.1143523355649303,18.685005936755445,3.8247996944144504,-1.2247168853101897,12.486444353078836,-3.3556343380959333,0.04365669996800417,49.978257119044116,-3.2762052582660806,-0.18934633953979732,41.4613691058966
1646244538.5217602,5415,1646244538,521501918,,"['fx_FL, fy_FL, fz_FL, fx_FR, fy_FR, fz_FR, fx_RL, fy_RL, fz_RL, fx_RR, fy_RR, fz_RR']",3.730841037879042,-1.0759179505451764,19.249924725569354,3.551654508583881,-1.1789134612135195,13.047104201519879,-3.18563911448211,0.018304207246798182,49.419826279690916,-3.141045367048179,-0.2005125699882722,40.99750209128247
1646244538.5244465,5416,1646244538,524162595,,"['fx_FL, fy_FL, fz_FL, fx_FR, fy_FR, fz_FR, fx_RL, fy_RL, fz_RL, fx_RR, fy_RR, fz_RR']",3.65334134515171,-1.0813334712973437,19.38957269645898,3.44211658690764,-1.1887106709945627,13.210477252215194,-3.2401878592181053,0.08237071449326192,49.283604531495186,-3.2181190856039867,-0.14694917788483594,40.9011168323643
1646244538.5270922,5417,1646244538,526826149,,"['fx_FL, fy_FL, fz_FL, fx_FR, fy_FR, fz_FR, fx_RL, fy_RL, fz_RL, fx_RR, fy_RR, fz_RR']",3.301492023722975,-1.1274147698048433,20.26668632760101,3.0760950139632435,-1.2297643394556343,13.87153773858855,-3.0105097325269985,0.03874131623237573,48.61969086300513,-3.078327501558052,-0.18263206543727806,40.12434765427966
1646244538.529719,5418,1646244538,529418733,,"['fx_FL, fy_FL, fz_FL, fx_FR, fy_FR, fz_FR, fx_RL, fy_RL, fz_RL, fx_RR, fy_RR, fz_RR']",3.037618633382823,-1.1627648390014682,20.994860131642433,2.7788247813762377,-1.2651994746433315,14.55214992135217,-2.8996561433374732,0.034879169392413645,47.9432814812134,-3.0203733123904,-0.1902868228231249,39.53380200324993
1646244538.5320828,5419,1646244538,531882846,,"['fx_FL, fy_FL, fz_FL, fx_FR, fy_FR, fz_FR, fx_RL, fy_RL, fz_RL, fx_RR, fy_RR, fz_RR']",2.8251727763997403,-1.172719215733816,21.600326335364578,2.515532305091244,-1.2789776361283924,15.19063017087249,-2.7859257887033584,0.0776797955037617,47.40099242686641,-2.9432153452358096,-0.15640940708021456,39.16136333506146
1646244538.5347853,5420,1646244538,534544116,,"['fx_FL, fy_FL, fz_FL, fx_FR, fy_FR, fz_FR, fx_RL, fy_RL, fz_RL, fx_RR, fy_RR, fz_RR']",2.5192571196454683,-1.150055856019442,22.266935378857422,2.1790391298345533,-1.2550682307627707,15.879226674898375,-2.7028463849183018,0.10086194020934071,46.53742893496673,-2.8439093042949497,-0.13038247279553147,38.50059539086685
1646244538.5374324,5421,1646244538,537153833,,"['fx_FL, fy_FL, fz_FL, fx_FR, fy_FR, fz_FR, fx_RL, fy_RL, fz_RL, fx_RR, fy_RR, fz_RR']",2.209538627992317,-1.0568350667306774,22.94572961861256,1.8565376131249907,-1.144827794682372,16.726318974413385,-2.390259593299295,-0.044099600317502236,45.794649547262146,-2.595286398587088,-0.24128990812288326,38.09886937241589
1646244538.539913,5422,1646244538,539728212,,"['fx_FL, fy_FL, fz_FL, fx_FR, fy_FR, fz_FR, fx_RL, fy_RL, fz_RL, fx_RR, fy_RR, fz_RR']",1.9369603140535872,-1.1164997853195469,23.665080864479776,1.474004053344261,-1.210201521119033,17.50838877715216,-2.1740446702898737,-0.036552383024732155,45.01502084903997,-2.63071628363177,-0.25127310330611324,37.48859592745404
1646244538.5425248,5423,1646244538,542303965,,"['fx_FL, fy_FL, fz_FL, fx_FR, fy_FR, fz_FR, fx_RL, fy_RL, fz_RL, fx_RR, fy_RR, fz_RR']",1.62199654083268,-1.1148272329026516,24.57842540128486,1.1071059997132107,-1.2055807129526233,18.483328293848228,-1.9849750383384444,-0.058251472506433255,43.82444878812358,-2.5133590031993864,-0.272646588742233,36.58084511039115
1646244538.5451663,5424,1646244538,544875332,,"['fx_FL, fy_FL, fz_FL, fx_FR, fy_FR, fz_FR, fx_RL, fy_RL, fz_RL, fx_RR, fy_RR, fz_RR']",1.527406220012493,-1.0938635747603063,25.268593656086168,0.9237075055693448,-1.1809805253816998,19.244156364008944,-1.6939765225295842,-0.14174992893677746,43.01459526425276,-2.209161478704674,-0.34427613033257953,36.09412480610066
1646244538.5478008,5425,1646244538,547481709,,"['fx_FL, fy_FL, fz_FL, fx_FR, fy_FR, fz_FR, fx_RL, fy_RL, fz_RL, fx_RR, fy_RR, fz_RR']",1.2010304712125117,-1.0855442679352838,26.00236750555625,0.6504092884865007,-1.1775583429349423,20.151097825769263,-1.375897383634405,-0.11088096258180524,41.970177155387915,-1.9672426859747563,-0.29906111036493693,35.337335936497716
1646244538.5503294,5426,1646244538,550126836,,"['fx_FL, fy_FL, fz_FL, fx_FR, fy_FR, fz_FR, fx_RL, fy_RL, fz_RL, fx_RR, fy_RR, fz_RR']",0.9583873014966631,-1.0535261252782044,26.535024756094227,0.46065039618589176,-1.1601496248734846,20.957791749495865,-1.1607790428898124,-0.09243834015512906,41.03472493990467,-1.825588179121962,-0.27113896831346385,34.800282028260476
