Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,position_0,position_1,position_2,position_3,position_4,position_5,position_6,position_7,position_8,position_9,position_10,position_11,position_12,position_13,position_14,position_15,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,velocity_6,velocity_7,velocity_8,velocity_9,velocity_10,velocity_11,velocity_12,velocity_13,velocity_14,velocity_15,effort_0,effort_1,effort_2,effort_3,effort_4,effort_5,effort_6,effort_7,effort_8,effort_9,effort_10,effort_11,effort_12,effort_13,effort_14,effort_15
1646244542.9544673,8412,1646244542,928737963,,"['FL0', 'FL1', 'FL2', 'FR0', 'FR1', 'FR2', 'RL0', 'RL1', 'RL2', 'RR0', 'RR1', 'RR2', 'FL_foot', 'FR_foot', 'RL_foot', 'RR_foot']",0.2068345546722412,0.8767709732055664,-1.7611279487609863,-0.14016538858413696,0.7548110485076904,-1.7988033294677734,0.05449002981185913,0.935011625289917,-1.8159973621368408,-0.2586274743080139,0.5975358486175537,-1.6042742729187012,0.0,0.0,0.0,0.0,0.013736262917518616,0.05151098966598511,-0.3107829689979553,0.10388048738241196,0.012019230984151363,-0.3391140103340149,-0.08155906200408936,-0.19917581975460052,0.057520605623722076,0.02833104133605957,-0.1339285671710968,0.1253434121608734,0.0,0.0,0.0,0.0,-1.45703125,0.9921875,3.625,0.921875,1.3828125,2.4140625,-4.015625,-1.3125,7.67578125,5.5078125,1.20703125,6.64453125,20.0,23.8,51.6,31.0
1646244542.954543,8413,1646244542,930943623,,"['FL0', 'FL1', 'FL2', 'FR0', 'FR1', 'FR2', 'RL0', 'RL1', 'RL2', 'RR0', 'RR1', 'RR2', 'FL_foot', 'FR_foot', 'RL_foot', 'RR_foot']",0.2068345546722412,0.8767287731170654,-1.761802315711975,-0.14020752906799316,0.7547688484191895,-1.7993090152740479,0.05453217029571533,0.9345059394836426,-1.8158708810806274,-0.2584167718887329,0.5971565246582031,-1.6042742729187012,0.0,0.0,0.0,0.0,-0.031765107065439224,-0.07984203100204468,-0.25154533982276917,-0.06267169862985611,-0.05666209012269974,-0.22149725258350372,-0.07039834558963776,-0.19144918024539948,0.03949175775051117,0.01631181314587593,-0.19574175775051117,0.014594780281186104,0.0,0.0,0.0,0.0,-1.73828125,0.95703125,3.6953125,0.88671875,1.27734375,2.59375,-3.98046875,-1.20703125,7.3203125,5.578125,1.52734375,6.64453125,20.2,24.4,51.2,30.8
1646244542.9545841,8414,1646244542,933174161,,"['FL0', 'FL1', 'FL2', 'FR0', 'FR1', 'FR2', 'RL0', 'RL1', 'RL2', 'RR0', 'RR1', 'RR2', 'FL_foot', 'FR_foot', 'RL_foot', 'RR_foot']",0.2068345546722412,0.8767287731170654,-1.7627294063568115,-0.14020752906799316,0.7547268867492676,-1.8002361059188843,0.05453217029571533,0.9337472915649414,-1.8156602382659912,-0.2580796182155609,0.5967352390289307,-1.6042742729187012,0.0,0.0,0.0,0.0,0.009443680755794048,-0.020604396238923073,-0.21806319057941437,-0.05494505167007446,-0.03777472674846649,-0.2927541136741638,0.030906591564416885,-0.3013392984867096,0.03777472674846649,0.0669642835855484,-0.042067307978868484,0.04979395493865013,0.0,0.0,0.0,0.0,-1.45703125,0.81640625,3.5546875,0.9921875,1.3125,2.59375,-3.91015625,-1.13671875,7.390625,5.47265625,1.3828125,6.32421875,20.4,25.0,50.8,30.6
1646244542.954605,8415,1646244542,935609273,,"['FL0', 'FL1', 'FL2', 'FR0', 'FR1', 'FR2', 'RL0', 'RL1', 'RL2', 'RR0', 'RR1', 'RR2', 'FL_foot', 'FR_foot', 'RL_foot', 'RR_foot']",0.2068345546722412,0.8767709732055664,-1.7633615732192993,-0.14016538858413696,0.7546846866607666,-1.8007839918136597,0.05457431077957153,0.9333682060241699,-1.8154916763305664,-0.2578689157962799,0.5964400768280029,-1.6042742729187012,0.0,0.0,0.0,0.0,0.0008585164323449135,0.07211538404226303,-0.4309752881526947,0.13049450516700745,0.0223214291036129,-0.3279533088207245,0.15882554650306702,-0.18114697933197021,0.10130494832992554,0.07554944604635239,-0.14852334558963776,0.0008585164905525744,0.0,0.0,0.0,0.0,-1.77734375,0.95703125,3.625,1.13671875,1.2421875,2.69921875,-3.9453125,-0.921875,7.42578125,5.47265625,1.52734375,6.5390625,20.8,25.6,50.4,30.4
1646244542.9546385,8416,1646244542,937899352,,"['FL0', 'FL1', 'FL2', 'FR0', 'FR1', 'FR2', 'RL0', 'RL1', 'RL2', 'RR0', 'RR1', 'RR2', 'FL_foot', 'FR_foot', 'RL_foot', 'RR_foot']",0.20679239928722382,0.8767709732055664,-1.7639093399047852,-0.14020752906799316,0.7546002864837646,-1.801289677619934,0.05457431077957153,0.9329466819763184,-1.8153231143951416,-0.2577003240585327,0.5962295532226562,-1.6042742729187012,0.0,0.0,0.0,0.0,-0.12190933525562286,0.16225962340831757,-0.4352678656578064,0.0,-0.007726648356765509,-0.29790523648262024,0.03605768829584122,-0.2815934121608734,0.04292582347989082,0.059237632900476456,-0.13736264407634735,-0.04035027325153351,0.0,0.0,0.0,0.0,-1.84765625,0.671875,3.66015625,1.171875,0.9921875,2.59375,-3.73046875,-1.06640625,7.46484375,5.1875,1.1015625,6.2890625,21.2,26.4,50.0,30.2
1646244542.954703,8417,1646244542,940270155,,"['FL0', 'FL1', 'FL2', 'FR0', 'FR1', 'FR2', 'RL0', 'RL1', 'RL2', 'RR0', 'RR1', 'RR2', 'FL_foot', 'FR_foot', 'RL_foot', 'RR_foot']",0.20679239928722382,0.8767287731170654,-1.7646257877349854,-0.14016538858413696,0.7544739246368408,-1.8019639253616333,0.05457431077957153,0.932398796081543,-1.8150701522827148,-0.2575739026069641,0.5959765911102295,-1.6042320728302002,0.0,0.0,0.0,0.0,-0.1425137221813202,0.0,-0.27815935015678406,0.12620191276073456,-0.015453296713531017,-0.136504128575325,-0.13564559817314148,-0.2506868243217468,-0.00858516525477171,-0.03777472302317619,-0.07898351550102234,0.00858516525477171,0.0,0.0,0.0,0.0,-1.73828125,0.8515625,3.6953125,1.27734375,1.20703125,2.59375,-3.73046875,-1.06640625,7.3203125,5.08203125,1.52734375,6.43359375,21.8,27.0,49.6,29.8
1646244542.9547982,8418,1646244542,942520978,,"['FL0', 'FL1', 'FL2', 'FR0', 'FR1', 'FR2', 'RL0', 'RL1', 'RL2', 'RR0', 'RR1', 'RR2', 'FL_foot', 'FR_foot', 'RL_foot', 'RR_foot']",0.2068345546722412,0.8766865730285645,-1.765047311782837,-0.14020752906799316,0.7543895244598389,-1.8024275302886963,0.054616451263427734,0.9320616722106934,-1.81490159034729,-0.2575739026069641,0.5958502292633057,-1.6042742729187012,0.0,0.0,0.0,0.0,0.0,-0.13307005167007446,-0.18200549483299255,-0.015453295782208443,-0.06438873708248138,-0.24896977841854095,0.015453295782208443,-0.23179945349693298,0.04635988920927048,-0.08070054650306702,-0.03434066101908684,-0.03262362629175186,0.0,0.0,0.0,0.0,-1.84765625,0.81640625,4.12109375,1.3125,1.171875,2.734375,-3.66015625,-0.921875,7.1796875,5.1875,1.27734375,6.2890625,22.4,27.6,49.4,29.6
1646244542.9548624,8419,1646244542,944728203,,"['FL0', 'FL1', 'FL2', 'FR0', 'FR1', 'FR2', 'RL0', 'RL1', 'RL2', 'RR0', 'RR1', 'RR2', 'FL_foot', 'FR_foot', 'RL_foot', 'RR_foot']",0.2068345546722412,0.8767287731170654,-1.765468716621399,-0.14020752906799316,0.754305362701416,-1.8028068542480469,0.054616451263427734,0.9317667484283447,-1.8148173093795776,-0.2575739026069641,0.5957238674163818,-1.6042742729187012,0.0,0.0,0.0,0.0,0.0,0.01717033050954342,-0.22578983008861542,0.0,-0.13564559817314148,-0.1253434121608734,0.004292582161724567,-0.1339285671710968,0.012019230984151363,0.047218404710292816,-0.11675824224948883,-0.14337225258350372,0.0,0.0,0.0,0.0,-2.05859375,0.63671875,3.765625,1.2421875,1.06640625,2.984375,-3.80078125,-1.1015625,7.35546875,5.1171875,1.3125,6.6796875,23.0,28.2,49.0,29.4
1646244542.9548788,8420,1646244542,947008737,,"['FL0', 'FL1', 'FL2', 'FR0', 'FR1', 'FR2', 'RL0', 'RL1', 'RL2', 'RR0', 'RR1', 'RR2', 'FL_foot', 'FR_foot', 'RL_foot', 'RR_foot']",0.20679239928722382,0.8766865730285645,-1.7659322023391724,-0.14020752906799316,0.7542209625244141,-1.8031439781188965,0.054616451263427734,0.931513786315918,-1.8147330284118652,-0.2576160430908203,0.5955972671508789,-1.6042742729187012,0.0,0.0,0.0,0.0,-0.07469093054533005,-0.1073145642876625,-0.2498282939195633,0.003434065729379654,-0.11933378875255585,-0.07554945349693298,0.01802884414792061,-0.15109890699386597,0.05408653989434242,-0.08327609300613403,-0.04893543943762779,-0.0892857164144516,0.0,0.0,0.0,0.0,-1.953125,0.63671875,3.765625,1.3125,1.3828125,3.0546875,-3.765625,-0.63671875,7.21484375,5.40234375,1.34765625,6.1484375,23.4,29.0,48.6,29.2
1646244542.9548993,8421,1646244542,949218921,,"['FL0', 'FL1', 'FL2', 'FR0', 'FR1', 'FR2', 'RL0', 'RL1', 'RL2', 'RR0', 'RR1', 'RR2', 'FL_foot', 'FR_foot', 'RL_foot', 'RR_foot']",0.2068345546722412,0.8766865730285645,-1.7666065692901611,-0.14020752906799316,0.7540946006774902,-1.8035231828689575,0.054616451263427734,0.9313030242919922,-1.8147330284118652,-0.2576581835746765,0.5953867435455322,-1.6042742729187012,0.0,0.0,0.0,0.0,0.13221153616905212,-0.0223214291036129,-0.14594779908657074,0.0,-0.014594780281186104,-0.020604396238923073,-0.09872938692569733,-0.018887363374233246,0.05408653989434242,-0.019745878875255585,-0.08070054650306702,-0.047218408435583115,0.0,0.0,0.0,0.0,-2.16796875,0.49609375,3.87109375,1.4921875,1.02734375,3.16015625,-3.5546875,-0.671875,7.28515625,5.15234375,1.3125,6.078125,24.0,29.6,48.2,28.8
1646244542.9549813,8422,1646244542,951474837,,"['FL0', 'FL1', 'FL2', 'FR0', 'FR1', 'FR2', 'RL0', 'RL1', 'RL2', 'RR0', 'RR1', 'RR2', 'FL_foot', 'FR_foot', 'RL_foot', 'RR_foot']",0.2068345546722412,0.8766446113586426,-1.7669857740402222,-0.14020752906799316,0.7540524005889893,-1.8037339448928833,0.05470073223114014,0.9311766624450684,-1.8147330284118652,-0.2577003240585327,0.5952601432800293,-1.6042742729187012,0.0,0.0,0.0,0.0,0.15024037659168243,-0.10216346383094788,-0.2524038553237915,-0.003434065729379654,-0.004292582627385855,-0.018028846010565758,0.02317994460463524,-0.1004464328289032,0.006009615492075682,-0.03949175775051117,-0.06610576808452606,-0.06868132203817368,0.0,0.0,0.0,0.0,-2.203125,0.390625,4.05078125,1.5625,1.13671875,3.375,-3.375,-0.81640625,6.9296875,5.046875,1.27734375,5.96875,24.4,30.4,47.6,28.6
1646244542.9550524,8423,1646244542,953744992,,"['FL0', 'FL1', 'FL2', 'FR0', 'FR1', 'FR2', 'RL0', 'RL1', 'RL2', 'RR0', 'RR1', 'RR2', 'FL_foot', 'FR_foot', 'RL_foot', 'RR_foot']",0.20679239928722382,0.8766446113586426,-1.7672386169433594,-0.14016538858413696,0.7539682388305664,-1.803902506828308,0.05474287271499634,0.9310925006866455,-1.8147330284118652,-0.2576581835746765,0.5951337814331055,-1.6042742729187012,0.0,0.0,0.0,0.0,0.0,-0.010302198119461536,-0.12620192766189575,0.08155906200408936,-0.012877747416496277,-0.02747252769768238,0.16826921701431274,-0.07640796899795532,0.0,0.01802884414792061,-0.0334821417927742,-0.03863324224948883,0.0,0.0,0.0,0.0,-2.34375,0.390625,4.05078125,1.66796875,0.78125,3.375,-3.3046875,-0.6015625,6.96484375,4.83203125,1.52734375,6.04296875,24.8,31.2,47.0,28.6
1646244542.9564204,8424,1646244542,955988983,,"['FL0', 'FL1', 'FL2', 'FR0', 'FR1', 'FR2', 'RL0', 'RL1', 'RL2', 'RR0', 'RR1', 'RR2', 'FL_foot', 'FR_foot', 'RL_foot', 'RR_foot']",0.20679239928722382,0.8766024112701416,-1.7673650979995728,-0.14016538858413696,0.7539682388305664,-1.804071068763733,0.05474287271499634,0.9310925006866455,-1.8147330284118652,-0.2577003240585327,0.5950074195861816,-1.6042742729187012,0.0,0.0,0.0,0.0,0.07726647704839706,-0.019745878875255585,-0.029189560562372208,0.07469093054533005,0.14337225258350372,-0.04292582347989082,0.04635988920927048,-0.05065247416496277,0.0034340659622102976,-0.1004464253783226,-0.03434066101908684,-0.0,0.0,0.0,0.0,0.0,-2.2734375,0.31640625,4.12109375,1.77734375,0.81640625,3.3046875,-3.125,-0.6015625,6.7890625,4.796875,1.59765625,5.6484375,25.2,32.2,46.4,28.6
1646244542.9965677,8425,1646244542,958236836,,"['FL0', 'FL1', 'FL2', 'FR0', 'FR1', 'FR2', 'RL0', 'RL1', 'RL2', 'RR0', 'RR1', 'RR2', 'FL_foot', 'FR_foot', 'RL_foot', 'RR_foot']",0.20675025880336761,0.8765602111816406,-1.7674071788787842,-0.14016538858413696,0.7539260387420654,-1.8041131496429443,0.05482715368270874,0.9310925006866455,-1.8147752285003662,-0.2577003240585327,0.5948808193206787,-1.6042742729187012,0.0,0.0,0.0,0.0,-0.001717032864689827,0.0,-0.047218408435583115,-0.048076920211315155,0.007726648356765509,0.09529533237218857,0.06868131458759308,-0.030048077926039696,-0.0017170329811051488,0.06095466762781143,-0.01373626384884119,0.06868132203817368,0.0,0.0,0.0,0.0,-2.44921875,0.28125,4.40625,1.91796875,0.921875,3.41015625,-3.16015625,-0.6015625,6.46875,4.58203125,1.45703125,5.7578125,25.8,33.2,45.8,28.6
1646244542.9966087,8426,1646244542,960436892,,"['FL0', 'FL1', 'FL2', 'FR0', 'FR1', 'FR2', 'RL0', 'RL1', 'RL2', 'RR0', 'RR1', 'RR2', 'FL_foot', 'FR_foot', 'RL_foot', 'RR_foot']",0.20675025880336761,0.8765180110931396,-1.7674071788787842,-0.14016538858413696,0.7539260387420654,-1.8041131496429443,0.05486929416656494,0.9310925006866455,-1.8147752285003662,-0.2577424943447113,0.5949230194091797,-1.6042742729187012,0.0,0.0,0.0,0.0,-0.1339285671710968,0.012019230984151363,-0.13907967507839203,-0.001717032864689827,-0.0,0.053228020668029785,0.06868131458759308,-0.04979395493865013,0.0,-0.05151098594069481,0.15625,0.13049450516700745,0.0,0.0,0.0,0.0,-2.4140625,0.0,4.58203125,1.91796875,1.06640625,3.66015625,-3.375,-0.53125,6.64453125,4.65625,1.5625,5.6484375,26.4,34.2,45.4,28.8
1646244542.9966328,8427,1646244542,962633764,,"['FL0', 'FL1', 'FL2', 'FR0', 'FR1', 'FR2', 'RL0', 'RL1', 'RL2', 'RR0', 'RR1', 'RR2', 'FL_foot', 'FR_foot', 'RL_foot', 'RR_foot']",0.20679239928722382,0.8764760494232178,-1.7674071788787842,-0.14012324810028076,0.7539260387420654,-1.8041131496429443,0.054953575134277344,0.9310925006866455,-1.8147752285003662,-0.2577424943447113,0.5949230194091797,-1.6043164730072021,0.0,0.0,0.0,0.0,0.09443680942058563,-0.005151099059730768,-0.04550137370824814,0.024896975606679916,-0.048076923936605453,0.006868131924420595,0.06782279908657074,-0.08842720091342926,-0.0034340659622102976,0.06524725258350372,0.002575549529865384,0.025755494832992554,0.0,0.0,0.0,0.0,-2.6640625,0.0,4.37109375,2.09375,0.74609375,3.91015625,-2.94921875,-0.49609375,6.32421875,4.546875,1.421875,5.5078125,27.2,35.2,45.2,29.0
