Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
170.7295,169527,170,690500000,imu_link,-0.00461940295565895,0.0010314397581086651,-0.0009151834473595028,0.9999883797762934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009439106071346107,-0.1185337027668107,-0.0013146699577479017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02730525651164563,-0.09201550474100895,9.812725576527253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170.7295,169528,170,691500000,imu_link,-0.004619083386332091,0.0009759253121304929,-0.0009153390234860238,0.9999884368296102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009601245730313256,-0.11644424127105701,-0.0012812370002805856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02589239996059533,-0.09194585439564716,9.812254267816149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170.7295,169529,170,692500000,imu_link,-0.004618761728182117,0.000921342835377764,-0.0009154846925159993,0.9999884899613875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009694837042178292,-0.1150404071028542,-0.001260368582702145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02439006251385931,-0.09187361827084307,9.812000081760948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170.7295,169530,170,693500000,imu_link,-0.004618442550805347,0.0008677039793166257,-0.0009156196178877993,0.9999885392937885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009696210853016547,-0.11270318963086978,-0.001224122565414914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022879666883646725,-0.09182488391423255,9.811971361450773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170.72975,169531,170,694500000,imu_link,-0.004618125879750262,0.0008150017193222449,-0.0009157438868745736,0.9999885849841939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009625089705360963,-0.11084351703257929,-0.001194792574992701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021397237836647584,-0.09174861423437536,9.811685317369086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170.72975,169532,170,695500000,imu_link,-0.004617810962259015,0.0007632274277873246,-0.0009158577617181924,0.9999886271905151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009522968734311057,-0.10899571525040952,-0.0011654954564084689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020001181283747164,-0.09167971823283613,9.811361794380533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170.72975,169533,170,696500000,imu_link,-0.004617497202702329,0.0007123728682432735,-0.0009159614647401025,0.9999886660653083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000940293075762536,-0.10716064913470918,-0.00113634534552667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018629656845502985,-0.09161198154616682,9.811025279984674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170.72975,169534,170,697500000,imu_link,-0.00461718442860407,0.0006624304601020524,-0.0009160551585781073,0.999988701754567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009271192241695399,-0.10533856807314912,-0.0011073988269708745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01728095690369353,-0.09154526530204984,9.810686809444482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170.72975,169535,170,698500000,imu_link,-0.004616872642007427,0.0006133931308747578,-0.0009161389747143456,0.9999887343991699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009130721182635142,-0.10352947993974501,-0.0010786770822875337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015954703604236262,-0.0914796344395417,9.810350301847862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170.72975,169536,170,699500000,imu_link,-0.0046165601156397595,0.0005652790696934393,-0.0009162133023672412,0.9999887641296059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009118336165939559,-0.10160073672196011,-0.0010508009919731214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01407566385079442,-0.09133017043574831,9.809314024013164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
