Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,position_0,position_1,position_2,position_3,position_4,position_5,position_6,position_7,position_8,position_9,position_10,position_11,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,velocity_6,velocity_7,velocity_8,velocity_9,velocity_10,velocity_11,effort_0,effort_1,effort_2,effort_3,effort_4,effort_5,effort_6,effort_7,effort_8,effort_9,effort_10,effort_11
214.20425,214073,214,194500000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']",-1.5789595106492276,-0.0031876138698097023,0.8256999950323127,-1.5712371070843716,0.01780276234443967,0.8199434242061878,-1.5940315367255682,-0.002263213858873847,0.7705679337128943,-1.585877934296343,0.016125564249386493,0.7675661383088315,0.8028066360673349,-0.02930939979314804,-0.46135225895545934,0.8079403863164308,-0.03593628640565366,-0.41917022362895534,0.9388030575393382,0.030313867126538007,-0.5083598975867888,0.872987056300659,0.02408431537474099,-0.4300091139833134,4.293115615844727,-1.6461927890777588,-0.08436822891235352,4.208156585693359,1.3520622253417969,0.10994266718626022,5.176942348480225,-1.7355704307556152,0.48741665482521057,5.062618255615234,1.905530333518982,0.6372612118721008
214.20425,214074,214,195500000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']",-1.5789779791009875,-0.0032204627750553882,0.8256887000669266,-1.5712181050543084,0.017769939355050113,0.819956268844841,-1.5940134796924816,-0.0022356862180776815,0.770536875070948,-1.5858965174093966,0.016153026911444712,0.7675993417074585,0.8024055327651245,-0.029532267638691316,-0.46152075338746645,0.8083748350259135,-0.03615803220106781,-0.41900987019507313,0.9390119664690804,0.03113766432221715,-0.5088611719346205,0.8727739320985572,0.024907487414309648,-0.42949987289839353,4.2996344566345215,-1.6304181814193726,-0.07273213565349579,4.20167350769043,1.367969274520874,0.09817434847354889,5.182865619659424,-1.7513675689697266,0.49915316700935364,5.056482315063477,1.8896706104278564,0.6252428293228149
214.20425,214075,214,196500000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']",-1.5789968399149523,-0.0032536278683776843,0.8256772328071271,-1.5711987108863097,0.017736802601060475,0.8199692738545021,-1.5939951643809263,-0.0022074311114508305,0.7705052873338571,-1.5859153255684997,0.016181216368302387,0.7676330402083433,0.8020274063918076,-0.02986747061316683,-0.46169653288513346,0.8087497789721949,-0.03649071533193822,-0.41885231123800826,0.9392735085616117,0.03181708734495386,-0.5093853240637322,0.8725424217755576,0.025589855549201877,-0.4290159712982063,4.2996344566345215,-1.6304181814193726,-0.07273213565349579,4.20167350769043,1.367969274520874,0.09817434847354889,5.182865619659424,-1.7513675689697266,0.49915316700935364,5.056482315063477,1.8896706104278564,0.6252428293228149
214.20425,214076,214,197500000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']",-1.57901609372766,-0.0032871416122750574,0.8256655898943279,-1.5711789382758443,0.017703320254916832,0.8199824432290796,-1.5939765693755072,-0.002178487458871281,0.7704731559005848,-1.5859343721848584,0.016210095926165735,0.7676672369932902,0.8016450581496168,-0.03020410805115872,-0.461870657650648,0.8091244319910782,-0.0368249562316308,-0.4186935516419523,0.9395410869212544,0.032491356286249794,-0.5099130816169961,0.8723079490964554,0.026266143574814705,-0.4285299040134082,4.2996344566345215,-1.6304181814193726,-0.07273213565349579,4.20167350769043,1.367969274520874,0.09817434847354889,5.182865619659424,-1.7513675689697266,0.49915316700935364,5.056482315063477,1.8896706104278564,0.6252428293228149
214.20425,214077,214,198500000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']",-1.5790357326243218,-0.0033209998698344734,0.8256537690135186,-1.5711587949601968,0.017669496526320216,0.8199957792677157,-1.5939576983463057,-0.0021488677698080494,0.7704404851145155,-1.5859536549638604,0.016239653061249193,0.7677019283746906,0.8012897738192017,-0.03051701866276258,-0.4620488110385381,0.8094716184584154,-0.03713550945791311,-0.418531023303022,0.9397958156544606,0.03312499417006588,-0.5104217488547663,0.8720861111015594,0.026901789007785826,-0.428063216425416,4.30431604385376,-1.6193872690200806,-0.06446367502212524,4.196978569030762,1.3790972232818604,0.08978675305843353,5.187359809875488,-1.7626466751098633,0.5074291825294495,5.05186653137207,1.8782968521118164,0.6168273687362671
214.20425,214078,214,199500000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']",-1.5790557137211345,-0.0033551677173688788,0.8256417812475494,-1.5711383204021603,0.017635366430399202,0.8200092672490449,-1.5939385662511398,-0.0021186280675493663,0.7704073174320714,-1.585973162774232,0.016269831982879346,0.7677370718369403,0.800954507057804,-0.0308152777751169,-0.46220279081782445,0.809800280521472,-0.037431125722887745,-0.4183950940242435,0.9400616261374191,0.033733015871479616,-0.5109031991390105,0.8718501745282397,0.02751216588311464,-0.4276245299892227,4.30431604385376,-1.6193872690200806,-0.06446367502212524,4.196978569030762,1.3790972232818604,0.08978675305843353,5.187359809875488,-1.7626466751098633,0.5074291825294495,5.05186653137207,1.8782968521118164,0.6168273687362671
214.20425,214079,214,200500000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']",-1.5790760413739364,-0.0033896415506449173,0.8256296369868465,-1.5711175130705852,0.017600933752227377,0.820022898147938,-1.5939191863819326,-0.002087779496086739,0.7703736674239865,-1.5859928791084008,0.016300621675434,0.76777265066137,0.8006179112404092,-0.031108181295611072,-0.46235703739407097,0.8101269655873069,-0.03772133245584795,-0.41825684703191235,0.9403121954103475,0.0343269927374391,-0.5113768140101401,0.8716331541927718,0.02810857812033595,-0.4271953588936602,4.30431604385376,-1.6193872690200806,-0.06446367502212524,4.196978569030762,1.3790972232818604,0.08978675305843353,5.187359809875488,-1.7626466751098633,0.5074291825294495,5.05186653137207,1.8782968521118164,0.6168273687362671
214.20425,214080,214,201500000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']",-1.5790966818369392,-0.0034243810158320898,0.8256173383541565,-1.5710964049087677,0.01756623876666552,0.8200366674020367,-1.5938995995042902,-0.002056361202614987,0.7703395779797164,-1.5860127616736448,0.016331983186083754,0.7678086197001148,0.8003412362911344,-0.03132797425072325,-0.46250159875348046,0.810397448478741,-0.037938530164193754,-0.418133392988971,0.940498362218869,0.03486024597395323,-0.5117733821546592,0.8714825854607496,0.028644557948417654,-0.42684744431633725,4.310064315795898,-1.605664849281311,-0.054411932826042175,4.191227436065674,1.3928546905517578,0.07961753010749817,5.192495822906494,-1.7764179706573486,0.5176928043365479,5.0465898513793945,1.8645504713058472,0.60631263256073
214.20425,214081,214,202500000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']",-1.579117619295904,-0.003459293833416588,0.8256049150151519,-1.571075011152872,0.017531374259071697,0.8200505420999571,-1.5938798405899384,-0.0020243733915261686,0.7703051053810297,-1.5860327758805925,0.01636392083989513,0.767844919885885,0.8000459395041855,-0.031344916943342196,-0.4626109125422861,0.810688301506088,-0.037951301948270046,-0.4180491603558921,0.940616935837658,0.0354966958695292,-0.5121080342894241,0.8713937925566364,0.029301450360750252,-0.4265602264207786,4.317103385925293,-1.588366150856018,-0.04143284261226654,4.18423318862915,1.4103286266326904,0.06660687923431396,5.192495822906494,-1.793893575668335,0.5176928043365479,5.0465898513793945,1.8645504713058472,0.60631263256073
214.20425,214082,214,203500000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']",-1.5791388445046572,-0.003494234491930648,0.825592415051073,-1.571053335901814,0.01749648422224581,0.8200644716473295,-1.5938599650420464,-0.0019918131093428215,0.7702703319540012,-1.5860528617513494,0.016396424953301292,0.7678814657758926,0.799802523706777,-0.03146266082363224,-0.46268451000190414,0.810929620650715,-0.03806816087551149,-0.4179993249932786,0.9407609368257228,0.03594015148258946,-0.5123949451759517,0.8712905106621929,0.02972914675821011,-0.4263270993034486,4.317103385925293,-1.588366150856018,-0.04143284261226654,4.18423318862915,1.4103286266326904,0.06660687923431396,5.199210166931152,-1.793893575668335,0.5306096076965332,5.039740562438965,1.846971869468689,0.5932679176330566
